Customer_ID,Age,Gender,Country,Visit_Date,Seating_Region,Ticket_Price,Num_Tickets,Merchandise_Spend,Drink_Spend,Repeat_Visit,Satisfaction_Score,Recommendation_Likelihood
CUST_0264,53,Female,Germany,2025-03-01 00:00:00,High Economy,100,1,31.87,18.92,1,5.8,9
CUST_0265,36,Female,Japan,2025-02-16 00:00:00,VIP,200,3,18.77,45.06,0,7,9
CUST_0266,43,Male,Australia,2025-01-31 00:00:00,Economy,60,3,76.46,17.68,1,8.2,6
CUST_0267,20,Female,France,2025-01-04 00:00:00,Premium,150,2,134.76,11.53,1,8.8,7
CUST_0268,36,Male,France,2025-03-14 00:00:00,Economy,60,1,65.18,40.87,0,6.5,8
CUST_0269,37,Female,UK,2025-03-20 00:00:00,Economy,60,4,173.2,15.66,0,8.9,8
CUST_0270,49,Female,USA,2025-07-17 00:00:00,High Economy,100,2,105.26,0.93,0,9.3,8
CUST_0271,24,Female,Australia,2025-05-14 00:00:00,High Economy,100,4,118.49,47.2,0,7,6
CUST_0272,69,Female,Sweden,2025-07-14 00:00:00,Economy,60,4,65.9,7.56,1,10,8
CUST_0273,58,Female,USA,2025-07-04 00:00:00,VIP,200,1,27.27,22.29,1,7.2,7
CUST_0274,50,Other,USA,2025-07-06 00:00:00,Economy,60,3,51.68,14.55,0,6.5,6
CUST_0275,57,Male,Australia,2025-03-20 00:00:00,Premium,150,1,122.25,16.29,0,5.7,8
CUST_0276,56,Male,Japan,2025-06-09 00:00:00,Premium,150,4,40.47,8.59,0,9.8,8
CUST_0277,35,Male,UK,2025-09-04 00:00:00,Premium,150,2,99.75,6.86,0,8,9
CUST_0278,57,Male,UK,2025-09-03 00:00:00,Economy,60,4,23.12,31.87,0,7.3,7
CUST_0279,18,Female,UK,2025-07-06 00:00:00,Economy,60,2,97.28,16.72,0,5.8,8
CUST_0280,28,Other,UK,2025-05-01 00:00:00,Premium,150,2,59.56,13.73,0,7.4,6
CUST_0281,45,Male,France,2025-06-25 00:00:00,VIP,200,1,41.96,13.93,0,10,8
CUST_0282,42,Male,UK,2025-01-12 00:00:00,Economy,60,4,58.73,33.63,1,4.8,9
CUST_0283,67,Male,France,2025-08-18 00:00:00,High Economy,100,3,89.45,7.64,0,7.1,9
CUST_0284,40,Female,France,2025-09-02 00:00:00,VIP,200,4,115.47,41.11,0,10,9
CUST_0285,48,Female,Japan,2025-06-07 00:00:00,High Economy,100,4,31.24,19.72,0,9.9,9
CUST_0286,47,Male,UK,2025-08-19 00:00:00,High Economy,100,3,39.1,12.33,0,7.1,7
CUST_0287,59,Other,Germany,2025-07-25 00:00:00,Economy,60,1,84.43,10.46,0,8.3,9
CUST_0288,52,Female,Sweden,2025-03-26 00:00:00,Premium,150,4,220.62,9.52,0,8.7,10
CUST_0289,24,Male,USA,2025-02-16 00:00:00,High Economy,100,4,199.24,9.17,1,8.2,7
CUST_0290,33,Female,France,2025-02-22 00:00:00,High Economy,100,2,122.58,27.59,0,10,10
CUST_0291,43,Female,Australia,2025-04-13 00:00:00,Economy,60,4,145.9,6.13,1,8.5,9
CUST_0292,65,Male,Australia,2025-06-09 00:00:00,High Economy,100,3,25.78,14.58,1,9.7,8
CUST_0293,69,Male,Sweden,2025-05-11 00:00:00,High Economy,100,2,23.16,18.83,1,8.3,8
CUST_0294,66,Male,Australia,2025-06-15 00:00:00,Premium,150,1,20.41,7.37,0,5,8
CUST_0295,19,Male,Germany,2025-08-01 00:00:00,Economy,60,2,25.38,4.83,1,6.2,9
CUST_0296,18,Female,Australia,2025-04-17 00:00:00,High Economy,100,3,82.37,1.99,0,6.5,9
CUST_0297,65,Other,USA,2025-01-09 00:00:00,VIP,200,3,57.37,18.41,0,7.6,7
CUST_0298,29,Male,USA,2025-07-30 00:00:00,High Economy,100,2,91.51,2.91,1,10,5
CUST_0299,22,Male,France,2025-02-02 00:00:00,Premium,150,1,134.91,51.62,0,8.5,9
CUST_0300,54,Male,UK,2025-09-03 00:00:00,VIP,200,2,65.27,22.19,0,7.8,5
CUST_0301,49,Male,Japan,2025-08-11 00:00:00,Economy,60,1,56.82,11.5,0,9.9,6
CUST_0302,26,Female,Germany,2025-08-18 00:00:00,High Economy,100,2,176.46,11.51,0,5.8,7
CUST_0303,58,Male,France,2025-07-01 00:00:00,Economy,60,3,39.85,18.73,0,7.3,6
CUST_0304,52,Male,Germany,2025-02-12 00:00:00,Premium,150,4,16.11,11.94,0,7,9
CUST_0305,36,Male,UK,2025-02-17 00:00:00,Economy,60,4,79.82,2.43,1,8.6,8
CUST_0306,65,Female,Australia,2025-01-17 00:00:00,VIP,200,1,35.04,3.86,1,9.3,9
CUST_0307,33,Male,Australia,2025-04-03 00:00:00,Premium,150,1,63.19,31.45,1,8.7,6
CUST_0308,20,Female,Japan,2025-01-31 00:00:00,Economy,60,1,25.53,10.7,0,8.7,7
CUST_0309,37,Male,UK,2025-02-28 00:00:00,Economy,60,3,81.95,15.77,0,7.5,8
CUST_0310,41,Female,France,2025-05-04 00:00:00,High Economy,100,2,55.26,29.42,1,8.5,8
CUST_0311,50,Female,Japan,2025-05-26 00:00:00,Premium,150,3,53.42,9.9,1,6.7,9
CUST_0312,41,Male,UK,2025-06-17 00:00:00,Economy,60,4,92.48,2.22,0,9,7
CUST_0313,69,Male,Sweden,2025-05-03 00:00:00,High Economy,100,1,137.72,16.57,0,7.2,7
CUST_0314,28,Female,USA,2025-07-13 00:00:00,Economy,60,2,166.66,19.26,0,6.3,9
CUST_0315,66,Other,Japan,2025-08-02 00:00:00,Economy,60,4,91.49,7.59,0,8.1,5
CUST_0316,25,Female,Japan,2025-08-30 00:00:00,VIP,200,4,58.24,5.4,0,5.1,9
CUST_0317,53,Female,France,2025-04-23 00:00:00,VIP,200,4,58.8,30.6,1,10,9
CUST_0318,55,Other,Germany,2025-08-30 00:00:00,High Economy,100,3,107.25,22.08,0,9.2,6
CUST_0319,57,Female,Sweden,2025-04-23 00:00:00,Premium,150,1,24.53,10.22,0,8.5,8
CUST_0320,37,Male,France,2025-04-21 00:00:00,Premium,150,4,29.76,4.95,0,5.6,10
CUST_0321,52,Other,UK,2025-07-07 00:00:00,Economy,60,1,9.57,24.97,0,6.9,9
CUST_0322,65,Male,UK,2025-03-07 00:00:00,High Economy,100,3,112.93,13.04,0,8.1,9
CUST_0323,42,Female,UK,2025-04-27 00:00:00,Economy,60,4,149.2,6.92,0,7.6,10
CUST_0324,52,Male,UK,2025-07-30 00:00:00,High Economy,100,3,92.04,23.38,0,5.5,10
CUST_0325,42,Male,Germany,2025-05-08 00:00:00,High Economy,100,3,11.61,13.95,1,6,8
CUST_0326,46,Male,Sweden,2025-06-03 00:00:00,VIP,200,1,81.08,19.99,0,7.6,7
CUST_0327,35,Female,Australia,2025-02-14 00:00:00,Premium,150,4,41.09,23.48,0,6.1,10
CUST_0328,63,Male,USA,2025-01-04 00:00:00,Premium,150,3,70.52,2.79,0,10,8
CUST_0329,35,Male,Germany,2025-08-26 00:00:00,Premium,150,4,169.74,6.44,1,8.7,7
CUST_0330,19,Male,Germany,2025-02-09 00:00:00,Economy,60,1,28.43,28.39,0,6.8,7
CUST_0331,52,Female,Australia,2025-09-07 00:00:00,Premium,150,3,92.51,21.74,1,9.8,9
CUST_0332,33,Other,Australia,2025-03-28 00:00:00,High Economy,100,1,50.75,29.95,0,9.5,7
CUST_0333,58,Female,USA,2025-03-01 00:00:00,Premium,150,4,59.43,8.62,1,8.4,7
CUST_0334,53,Female,USA,2025-06-03 00:00:00,VIP,200,4,13.2,14.63,1,7.9,7
CUST_0335,50,Female,Australia,2025-02-02 00:00:00,High Economy,100,1,42.05,15.2,0,7.6,10
CUST_0336,21,Female,UK,2025-02-08 00:00:00,Premium,150,2,20.05,20.39,0,7.2,8
CUST_0337,50,Male,Germany,2025-08-14 00:00:00,Premium,150,3,96.03,20.02,0,6,7
CUST_0338,31,Male,France,2025-01-21 00:00:00,VIP,200,4,60.95,26.98,1,10,7
CUST_0339,38,Male,USA,2025-01-22 00:00:00,Premium,150,4,83.67,14.69,0,7.2,9
CUST_0340,65,Male,USA,2025-06-01 00:00:00,Economy,60,3,28.84,25.22,0,8,9
CUST_0341,37,Male,Australia,2025-08-02 00:00:00,Premium,150,1,37.74,27.95,1,6.6,7
CUST_0342,25,Female,Sweden,2025-04-25 00:00:00,Premium,150,1,106.29,14.61,1,7.6,8
CUST_0343,24,Male,France,2025-06-14 00:00:00,High Economy,100,1,45.71,11.31,0,10,8
CUST_0344,20,Female,France,2025-02-15 00:00:00,Premium,150,2,36.56,16.61,0,6.9,7
CUST_0345,34,Female,USA,2025-02-16 00:00:00,Economy,60,2,96.8,21.93,0,10,6
CUST_0346,50,Male,UK,2025-05-07 00:00:00,High Economy,100,4,29.4,84.34,0,8,9
CUST_0347,65,Female,Sweden,2025-03-22 00:00:00,High Economy,100,1,38.55,17.18,0,9,7
CUST_0348,29,Female,France,2025-08-02 00:00:00,High Economy,100,3,55.84,8.87,0,9.9,9
CUST_0349,68,Male,USA,2025-04-13 00:00:00,Premium,150,4,77.88,1.83,0,8.4,9
CUST_0350,39,Female,France,2025-03-24 00:00:00,High Economy,100,3,47.84,27.8,1,7.5,8
CUST_0351,39,Female,Japan,2025-01-02 00:00:00,Premium,150,4,14.62,4.61,0,7.7,7
CUST_0352,63,Female,Sweden,2025-01-23 00:00:00,Economy,60,2,86.47,73.01,0,7.8,7
CUST_0353,47,Female,Sweden,2025-05-17 00:00:00,Premium,150,4,124.19,21.25,0,10,6
CUST_0354,55,Female,Japan,2025-02-06 00:00:00,High Economy,100,2,35.71,50.72,0,5.8,7
CUST_0355,55,Female,Germany,2025-04-08 00:00:00,High Economy,100,4,45.1,28.92,0,5.3,9
CUST_0356,62,Male,Japan,2025-05-11 00:00:00,VIP,200,1,22.33,13.75,0,5.4,10
CUST_0357,68,Male,Australia,2025-04-18 00:00:00,Premium,150,3,57.66,20.65,1,6.7,10
CUST_0358,25,Male,Australia,2025-04-13 00:00:00,Economy,60,1,26.43,7.05,0,9.1,8
CUST_0359,44,Female,USA,2025-06-09 00:00:00,Economy,60,4,145.85,13.46,0,9.1,10
CUST_0360,44,Male,Sweden,2025-06-04 00:00:00,Premium,150,4,43.32,21.47,1,7.1,8
CUST_0361,51,Female,Germany,2025-04-05 00:00:00,Economy,60,4,39.04,3.23,0,8,6
CUST_0362,38,Female,Germany,2025-04-21 00:00:00,Economy,60,2,42.33,11.98,1,6.3,10
CUST_0363,47,Female,France,2025-02-14 00:00:00,Economy,60,3,29.07,26.94,0,6.5,9
CUST_0364,50,Other,France,2025-06-01 00:00:00,VIP,200,3,63.56,21.14,1,8.9,6
CUST_0365,45,Female,Japan,2025-04-23 00:00:00,Economy,60,4,41.85,6.14,0,9.6,10
CUST_0366,64,Female,Germany,2025-04-22 00:00:00,Premium,150,4,98.9,35.17,1,7.3,7
CUST_0367,50,Male,Japan,2025-09-04 00:00:00,Economy,60,2,63.36,16.99,1,10,7
CUST_0368,22,Female,Japan,2025-04-18 00:00:00,High Economy,100,1,81.1,8.17,0,9.4,10
CUST_0369,65,Male,France,2025-01-19 00:00:00,VIP,200,1,87.29,3.21,0,10,10
CUST_0370,36,Male,Sweden,2025-03-10 00:00:00,Economy,60,3,123.91,32.03,1,7.5,7
CUST_0371,21,Female,Japan,2025-04-06 00:00:00,Premium,150,2,37.43,34.59,0,10,10
CUST_0372,52,Female,UK,2025-08-04 00:00:00,Economy,60,4,30.89,24.89,0,10,9
CUST_0373,66,Male,Sweden,2025-01-05 00:00:00,Economy,60,3,35.44,15.43,0,7.4,7
CUST_0374,34,Female,Germany,2025-04-11 00:00:00,High Economy,100,2,55.04,19.68,1,7.8,8
CUST_0375,61,Female,Germany,2025-05-31 00:00:00,VIP,200,1,67.9,26.21,0,6.6,10
CUST_0376,45,Female,Japan,2025-06-30 00:00:00,High Economy,100,2,25.02,9.75,0,6.3,6
CUST_0377,47,Female,Sweden,2025-07-10 00:00:00,VIP,200,1,33.37,11.03,0,6.3,10
CUST_0378,46,Female,France,2025-05-22 00:00:00,VIP,200,2,68.1,18.45,1,6.8,9
CUST_0379,63,Other,France,2025-01-03 00:00:00,Economy,60,3,61.77,9.4,1,8.4,9
CUST_0380,23,Female,Australia,2025-02-17 00:00:00,Premium,150,1,39.56,9.69,1,6.8,8
CUST_0381,52,Female,Germany,2025-05-07 00:00:00,Premium,150,3,14.84,18.99,0,8.4,10
CUST_0382,58,Other,USA,2025-01-19 00:00:00,Economy,60,3,61.07,31.56,1,8.4,10
CUST_0383,54,Other,Australia,2025-08-29 00:00:00,Premium,150,1,85.07,30.84,0,7.3,7
CUST_0384,41,Male,France,2025-07-25 00:00:00,Premium,150,1,82.21,16.49,0,7.9,9
CUST_0385,46,Male,Sweden,2025-06-10 00:00:00,Economy,60,4,44.7,14.7,0,7.2,10
CUST_0386,66,Male,France,2025-05-20 00:00:00,VIP,200,4,25.99,38.63,0,7.5,7
CUST_0387,63,Male,Sweden,2025-03-12 00:00:00,Economy,60,4,18.48,23.81,1,6.8,8
CUST_0388,48,Female,Australia,2025-05-22 00:00:00,Economy,60,3,24.43,5.08,0,8.1,10
CUST_0389,52,Female,Germany,2025-01-24 00:00:00,Economy,60,3,73.9,6.91,0,7.1,5
CUST_0390,50,Female,France,2025-01-23 00:00:00,High Economy,100,4,42.26,25.41,1,6.3,9
CUST_0391,69,Male,Japan,2025-01-14 00:00:00,Premium,150,3,53,29.93,1,8.9,6
CUST_0392,38,Female,Sweden,2025-01-07 00:00:00,Premium,150,3,9.97,2.42,0,8.9,8
CUST_0393,49,Female,Germany,2025-01-02 00:00:00,Economy,60,1,101.56,14.44,0,9.7,10
CUST_0394,40,Female,USA,2025-07-23 00:00:00,Economy,60,1,122.33,7.34,1,6.5,4
CUST_0395,50,Other,Sweden,2025-07-12 00:00:00,High Economy,100,3,29.17,18.83,0,7.3,9
CUST_0396,20,Female,Australia,2025-03-30 00:00:00,Premium,150,4,140.79,37.84,0,8.3,10
CUST_0397,35,Male,USA,2025-04-14 00:00:00,VIP,200,2,37.42,5.05,0,7.2,7
CUST_0398,42,Female,USA,2025-08-16 00:00:00,VIP,200,4,22.54,9.78,0,8.9,9
CUST_0399,59,Male,UK,2025-01-03 00:00:00,Economy,60,2,27.28,13.52,1,8.7,10
CUST_0400,48,Male,France,2025-06-18 00:00:00,High Economy,100,4,34.87,5.25,0,8.7,6
CUST_0401,20,Female,Sweden,2025-05-24 00:00:00,Economy,60,1,31.92,2.38,0,10,9
CUST_0402,57,Male,USA,2025-02-02 00:00:00,Economy,60,3,39.76,7.7,0,9,10
CUST_0403,63,Female,UK,2025-07-12 00:00:00,Premium,150,3,29.31,56.49,0,8.2,9
CUST_0404,41,Male,Australia,2025-01-11 00:00:00,High Economy,100,1,93.23,12.59,0,7.7,8
CUST_0405,67,Female,Germany,2025-05-02 00:00:00,High Economy,100,2,33.12,12.71,0,7.8,7
CUST_0406,49,Male,Japan,2025-01-02 00:00:00,High Economy,100,2,11.25,25.24,0,6.4,10
CUST_0407,64,Other,Japan,2025-08-25 00:00:00,Economy,60,2,20.49,14.06,0,5.4,8
CUST_0408,39,Female,Sweden,2025-02-04 00:00:00,Economy,60,1,41.97,40.01,0,8.7,7
CUST_0409,40,Male,USA,2025-08-17 00:00:00,Economy,60,2,46.63,18.47,0,9.8,8
CUST_0410,19,Female,Japan,2025-05-15 00:00:00,Premium,150,1,96.44,8.52,0,7.5,9
CUST_0411,44,Other,France,2025-06-03 00:00:00,VIP,200,4,44.95,26.32,0,10,6
CUST_0412,59,Female,Japan,2025-04-18 00:00:00,Economy,60,4,60.51,4.67,1,7.7,8
CUST_0413,19,Male,Japan,2025-03-23 00:00:00,VIP,200,1,36.93,11.53,0,5.1,7
CUST_0414,43,Female,Japan,2025-06-17 00:00:00,Premium,150,3,62.79,6.77,0,9.4,10
CUST_0415,34,Female,UK,2025-08-13 00:00:00,VIP,200,4,9.94,5.68,0,7.3,5
CUST_0416,57,Female,USA,2025-07-06 00:00:00,High Economy,100,2,64.26,34.26,1,9.5,9
CUST_0417,50,Female,France,2025-04-18 00:00:00,Premium,150,1,40.92,29.63,0,6.1,10
CUST_0418,26,Male,USA,2025-07-01 00:00:00,High Economy,100,2,99.74,18.79,1,8.6,5
CUST_0419,60,Male,Sweden,2025-09-02 00:00:00,Economy,60,2,104.88,50.49,0,6.8,5
CUST_0420,65,Female,Sweden,2025-07-09 00:00:00,VIP,200,3,69.61,8.04,1,8.3,10
CUST_0421,56,Male,Sweden,2025-08-06 00:00:00,VIP,200,2,37.14,26.04,1,9.1,7
CUST_0422,46,Male,Australia,2025-07-06 00:00:00,Premium,150,3,38.92,39.45,0,8.8,10
CUST_0423,59,Other,Japan,2025-08-20 00:00:00,Economy,60,4,21.08,17.64,0,8.1,5
CUST_0424,43,Female,Australia,2025-02-21 00:00:00,Premium,150,1,43.41,14.95,0,5.9,8
CUST_0425,52,Female,UK,2025-08-30 00:00:00,Premium,150,2,13.59,9.6,0,9.1,8
CUST_0426,67,Female,Sweden,2025-01-31 00:00:00,VIP,200,1,42.77,25.99,0,9.5,8
CUST_0427,42,Female,France,2025-07-05 00:00:00,Economy,60,2,96.51,4.03,0,6.4,9
CUST_0428,41,Female,USA,2025-03-04 00:00:00,High Economy,100,1,34.39,2.51,0,6.7,9
CUST_0429,30,Female,Japan,2025-06-20 00:00:00,Economy,60,2,64.34,22.45,0,9.6,8
CUST_0430,24,Male,Germany,2025-02-10 00:00:00,Economy,60,2,79.85,7.45,0,7.7,7
CUST_0431,53,Male,France,2025-01-18 00:00:00,Premium,150,2,91.66,8.31,0,6.7,10
CUST_0432,62,Female,Japan,2025-08-10 00:00:00,Economy,60,2,34.22,6.39,0,8.4,9
CUST_0433,37,Female,Australia,2025-05-12 00:00:00,VIP,200,2,21.44,18.92,1,7,8
CUST_0434,18,Male,Australia,2025-05-04 00:00:00,Economy,60,2,18.78,17.17,0,8.2,9
CUST_0435,25,Male,France,2025-03-27 00:00:00,High Economy,100,2,22.73,6.21,1,7.4,9
CUST_0436,63,Male,Australia,2025-07-05 00:00:00,Economy,60,2,36.42,16.67,0,7.5,7
CUST_0437,33,Male,Sweden,2025-06-02 00:00:00,VIP,200,2,13.19,17.96,0,9.7,9
CUST_0438,31,Female,UK,2025-03-03 00:00:00,Premium,150,1,27.72,12.67,0,4.3,7
CUST_0439,29,Male,USA,2025-01-20 00:00:00,Premium,150,3,102.38,30.77,0,8.8,9
CUST_0440,68,Female,UK,2025-07-14 00:00:00,Premium,150,2,97.05,13.68,1,9.4,8
CUST_0441,40,Female,Japan,2025-09-07 00:00:00,Premium,150,3,5.96,21.38,0,7.1,9
CUST_0442,32,Female,USA,2025-01-23 00:00:00,Premium,150,2,215.42,14.15,0,9.4,7
CUST_0443,45,Female,USA,2025-03-07 00:00:00,VIP,200,2,119.16,17.6,1,6.6,9
CUST_0444,51,Male,UK,2025-08-23 00:00:00,High Economy,100,1,13,13.83,0,7,7
CUST_0445,19,Female,France,2025-05-23 00:00:00,Economy,60,4,52.38,6.61,1,6.8,8
CUST_0446,49,Male,USA,2025-02-04 00:00:00,High Economy,100,4,33.96,11.15,1,9.4,10
CUST_0447,40,Male,UK,2025-04-18 00:00:00,VIP,200,1,31.1,31.98,0,5.4,9
CUST_0448,39,Other,USA,2025-08-22 00:00:00,High Economy,100,3,12.37,38.41,0,10,8
CUST_0449,68,Male,Germany,2025-08-14 00:00:00,VIP,200,4,91.1,21.29,0,7.5,10
CUST_0450,42,Male,France,2025-08-06 00:00:00,Economy,60,1,90.19,18.54,0,8.9,10
CUST_0451,39,Female,Sweden,2025-08-09 00:00:00,VIP,200,1,65.72,4.25,0,8.8,9
CUST_0452,39,Male,USA,2025-08-04 00:00:00,Economy,60,4,168.83,18.25,1,8.2,9
CUST_0453,66,Female,Germany,2025-04-09 00:00:00,Economy,60,3,44.2,5.76,1,7.1,9
CUST_0454,69,Male,Sweden,2025-02-19 00:00:00,Economy,60,1,28.31,11.81,0,9.9,10
CUST_0455,59,Other,Sweden,2025-01-07 00:00:00,High Economy,100,2,21.33,18.41,0,7.2,7
CUST_0456,23,Female,Japan,2025-01-23 00:00:00,Economy,60,3,24.11,9.01,0,6.9,10
CUST_0457,32,Female,USA,2025-07-23 00:00:00,Economy,60,3,117.38,17.21,0,9.3,9
CUST_0458,60,Other,UK,2025-08-15 00:00:00,High Economy,100,4,66.5,11.28,1,8.2,7
CUST_0459,54,Male,USA,2025-05-25 00:00:00,High Economy,100,4,36.43,17.58,0,10,8
CUST_0460,50,Other,Germany,2025-07-02 00:00:00,High Economy,100,2,29.53,55.24,0,7.9,8
CUST_0461,25,Male,Sweden,2025-07-13 00:00:00,High Economy,100,1,84.75,27.55,0,7,7
CUST_0462,61,Female,USA,2025-04-25 00:00:00,High Economy,100,4,15.28,12.02,1,8.4,9
CUST_0463,61,Male,UK,2025-06-21 00:00:00,High Economy,100,4,18.48,46.53,0,7.3,8
CUST_0464,22,Female,Japan,2025-06-07 00:00:00,Premium,150,3,91.39,27.05,1,7.1,8
CUST_0465,56,Male,USA,2025-05-09 00:00:00,VIP,200,4,64.38,9.12,0,9.2,10
CUST_0466,21,Female,France,2025-05-07 00:00:00,VIP,200,4,21.4,8.35,1,10,8
CUST_0467,23,Female,Japan,2025-07-19 00:00:00,Premium,150,4,54.39,28.26,0,7.6,10
CUST_0468,62,Other,UK,2025-09-01 00:00:00,VIP,200,4,24.12,16.38,0,6.5,7
CUST_0469,49,Male,Germany,2025-06-06 00:00:00,High Economy,100,3,52.77,5.67,1,7.8,6
CUST_0470,69,Female,Sweden,2025-04-02 00:00:00,Premium,150,2,47.9,14.86,0,8.8,8
CUST_0471,47,Female,USA,2025-01-28 00:00:00,Economy,60,2,34.04,10.37,0,8.4,4
CUST_0472,64,Male,UK,2025-07-20 00:00:00,VIP,200,1,34.12,7.44,0,9.8,9
CUST_0473,52,Male,Japan,2025-05-16 00:00:00,Premium,150,4,19.68,12.83,1,9,6
CUST_0474,57,Male,France,2025-02-05 00:00:00,Economy,60,3,37.1,15.64,1,6.3,7
CUST_0475,69,Female,UK,2025-05-04 00:00:00,High Economy,100,1,133.33,42.4,0,7.3,9
CUST_0476,33,Female,Australia,2025-08-28 00:00:00,VIP,200,1,50.35,30.47,0,5.9,8
CUST_0477,30,Female,France,2025-01-28 00:00:00,Economy,60,2,183.75,14.47,1,9.7,7
CUST_0478,67,Male,Japan,2025-03-13 00:00:00,Economy,60,3,9.2,2.39,0,5,5
CUST_0479,59,Male,Germany,2025-04-26 00:00:00,Premium,150,3,32.11,7.72,1,6.1,10
CUST_0480,47,Male,Sweden,2025-06-30 00:00:00,Premium,150,3,74.75,14.32,0,7.2,9
CUST_0481,36,Other,Japan,2025-02-17 00:00:00,Economy,60,2,215.44,4.44,1,8.8,10
CUST_0482,34,Male,Germany,2025-08-23 00:00:00,High Economy,100,2,12.93,11.4,1,7.2,7
CUST_0483,36,Male,USA,2025-08-10 00:00:00,High Economy,100,2,48.63,23.13,1,7.5,6
CUST_0484,45,Male,UK,2025-01-25 00:00:00,Economy,60,2,70.03,22.2,0,7.5,10
CUST_0485,43,Female,Australia,2025-07-01 00:00:00,Premium,150,2,119.77,8.33,0,8.3,8
CUST_0486,54,Other,France,2025-07-26 00:00:00,High Economy,100,4,32.43,13.42,0,6.2,9
CUST_0487,43,Female,France,2025-03-14 00:00:00,Premium,150,4,40.21,13.38,0,6.6,10
CUST_0488,40,Female,UK,2025-06-09 00:00:00,Economy,60,3,20.28,34.52,0,10,9
CUST_0489,26,Female,Australia,2025-06-13 00:00:00,High Economy,100,1,37.83,21.02,0,8.6,8
CUST_0490,29,Male,UK,2025-04-21 00:00:00,High Economy,100,3,44.02,7.65,1,9.1,8
CUST_0491,18,Other,USA,2025-07-04 00:00:00,Premium,150,1,67.38,15.69,0,8.1,6
CUST_0492,18,Female,Germany,2025-07-28 00:00:00,Premium,150,2,85.67,17.64,0,7.8,10
CUST_0493,64,Female,Japan,2025-08-23 00:00:00,High Economy,100,1,15.36,19.93,0,8.7,10
CUST_0494,51,Female,France,2025-04-22 00:00:00,Economy,60,3,28.62,10.26,0,9.1,9
CUST_0495,49,Female,USA,2025-02-04 00:00:00,High Economy,100,3,64.47,25.75,0,9.3,6
CUST_0496,65,Female,Germany,2025-01-12 00:00:00,VIP,200,1,10.18,10.55,0,7.8,8
CUST_0497,42,Other,USA,2025-01-28 00:00:00,Economy,60,4,148.45,34.95,1,9.4,10
CUST_0498,57,Other,Australia,2025-01-01 00:00:00,VIP,200,2,112.05,19.81,0,4.3,7
CUST_0499,62,Female,France,2025-04-09 00:00:00,Economy,60,2,70.9,16.06,0,9.3,10
CUST_0500,18,Female,Japan,2025-03-17 00:00:00,VIP,200,3,81.74,30.59,0,7.4,8
CUST_0501,33,Male,UK,2025-04-25 00:00:00,High Economy,100,4,106.27,6.49,1,8.8,9
CUST_0502,56,Female,UK,2025-06-30 00:00:00,VIP,200,1,110.18,34.32,0,7,7
CUST_0503,22,Male,Germany,2025-05-28 00:00:00,Economy,60,2,72.44,30.34,1,6,8
CUST_0504,39,Female,Japan,2025-01-09 00:00:00,High Economy,100,4,17.04,25.25,0,8.5,9
CUST_0505,46,Other,Sweden,2025-06-03 00:00:00,VIP,200,2,63.52,8.96,1,5.7,6
CUST_0506,20,Female,Australia,2025-03-17 00:00:00,Premium,150,4,113.45,26.77,0,7.4,8
CUST_0507,29,Female,Germany,2025-08-18 00:00:00,Premium,150,4,56.76,35.96,0,6.8,4
CUST_0508,43,Male,Sweden,2025-09-04 00:00:00,Premium,150,3,92.48,18.19,0,7.7,7
CUST_0509,33,Male,USA,2025-03-02 00:00:00,Economy,60,2,82.41,19.85,0,9.2,9
CUST_0510,68,Female,Australia,2025-02-21 00:00:00,High Economy,100,1,92.04,9.38,0,7.3,10
CUST_0511,54,Male,USA,2025-05-07 00:00:00,Economy,60,3,33.11,20.69,1,8.5,9
CUST_0512,39,Male,Japan,2025-01-08 00:00:00,High Economy,100,3,90.22,7.53,0,9.1,6
CUST_0513,46,Male,France,2025-06-16 00:00:00,High Economy,100,1,24.75,26.13,1,7.1,10
CUST_0514,31,Female,Australia,2025-04-02 00:00:00,VIP,200,3,24.92,22.41,1,7.1,6
CUST_0515,45,Female,Sweden,2025-02-15 00:00:00,Premium,150,4,36.83,10.19,0,10,9
CUST_0516,22,Male,France,2025-07-01 00:00:00,Economy,60,4,78.71,28.73,1,7.9,6
CUST_0517,64,Female,UK,2025-02-18 00:00:00,Economy,60,2,62.09,15.07,0,8.8,7
CUST_0518,66,Female,Sweden,2025-06-06 00:00:00,Premium,150,2,58.25,17.72,0,8.8,7
CUST_0519,47,Female,Germany,2025-08-27 00:00:00,Premium,150,1,41.23,17.07,1,6.2,8
CUST_0520,63,Female,UK,2025-03-24 00:00:00,High Economy,100,2,49.56,15.06,0,6.9,8
CUST_0521,69,Male,UK,2025-01-05 00:00:00,Economy,60,4,20.2,10.14,0,8.6,9
CUST_0522,22,Female,Germany,2025-01-21 00:00:00,Premium,150,1,19.1,20.67,0,4.9,8
CUST_0523,29,Female,Australia,2025-01-30 00:00:00,High Economy,100,1,76.2,27.61,0,7.7,6
CUST_0524,33,Female,UK,2025-04-11 00:00:00,Economy,60,2,6.57,25.98,1,6.7,8
CUST_0525,43,Female,Japan,2025-04-06 00:00:00,VIP,200,4,121.38,6.74,0,9.7,5
CUST_0526,43,Male,Sweden,2025-02-25 00:00:00,VIP,200,1,59.3,15.06,0,8.5,7
CUST_0527,65,Male,France,2025-02-08 00:00:00,High Economy,100,4,34.93,8.58,0,9.8,8
CUST_0528,38,Female,UK,2025-08-24 00:00:00,Economy,60,4,2.71,18.66,0,7.9,7
